codCliente,codPoliza,Ramo,Y,Salud,Vida,Autos,Cumplimiento,Patrimoniales,Otros
66870,27077,Salud,Vida,1,0,0,0,0,0
66870,27076,Vida,Autos,1,1,0,0,0,0
66881,27147,Vida,Salud,0,1,0,0,0,0
66884,27312,Cumplimiento,Vida,0,0,0,1,0,0
66889,84617,Autos,Vida,0,0,1,0,0,0
66889,27152,Vida,Salud,0,1,1,0,0,0
66890,28489,Vida,Salud,0,1,0,0,0,0
66892,27089,Cumplimiento,Patrimoniales,0,0,0,1,0,0
66895,27091,Cumplimiento,Patrimoniales,0,0,0,1,0,0
66898,28248,Cumplimiento,Patrimoniales,0,0,0,1,0,0
66899,27391,Salud,Vida,1,0,0,0,0,0
66899,27390,Vida,Autos,1,1,0,0,0,0
66899,27814,Autos,Patrimoniales,1,1,1,0,0,0
66901,27095,Cumplimiento,Patrimoniales,0,0,0,1,0,0
66903,27544,Autos,Vida,0,0,1,0,0,0
66903,96894,Vida,Patrimoniales,0,1,1,0,0,0
66903,27158,Patrimoniales,Salud,0,1,1,0,1,0
66904,28258,Cumplimiento,Patrimoniales,0,0,0,1,0,0
66906,28271,Cumplimiento,Patrimoniales,0,0,0,1,0,0
66910,27268,Vida,Salud,0,1,0,0,0,0
66913,27946,Salud,Patrimoniales,1,0,0,0,0,0
66917,27168,Vida,Salud,0,1,0,0,0,0
66918,27232,Vida,Patrimoniales,0,1,0,0,0,0
66918,27169,Patrimoniales,Autos,0,1,0,0,1,0
66920,182276,Autos,Patrimoniales,0,0,1,0,0,0
66920,27906,Patrimoniales,Salud,0,0,1,0,1,0
66921,27926,Patrimoniales,Autos,0,0,0,0,1,0
66922,27479,Patrimoniales,Vida,0,0,0,0,1,0
66922,27480,Vida,Autos,0,1,0,0,1,0
66928,27180,Patrimoniales,Salud,0,0,0,0,1,0
66931,27840,Cumplimiento,Patrimoniales,0,0,0,1,0,0
66933,27185,Patrimoniales,Salud,0,0,0,0,1,0
66933,27310,Salud,Vida,1,0,0,0,1,0
66935,27938,Salud,Vida,1,0,0,0,0,0
66936,27188,Vida,Autos,0,1,0,0,0,0
66936,126521,Autos,Salud,0,1,1,0,0,0
66937,27189,Patrimoniales,Vida,0,0,0,0,1,0
66941,27892,Patrimoniales,Vida,0,0,0,0,1,0
66941,27229,Vida,Salud,0,1,0,0,1,0
66942,27195,Vida,Autos,0,1,0,0,0,0
66942,27536,Autos,Salud,0,1,1,0,0,0
66947,28012,Vida,Patrimoniales,0,1,0,0,0,0
66951,27845,Patrimoniales,Vida,0,0,0,0,1,0
66951,27204,Vida,Salud,0,1,0,0,1,0
66951,27953,Salud,Autos,1,1,0,0,1,0
66953,27205,Vida,Autos,0,1,0,0,0,0
66955,27208,Vida,Autos,0,1,0,0,0,0
66955,153751,Autos,Patrimoniales,0,1,1,0,0,0
66956,27954,Salud,Vida,1,0,0,0,0,0
66957,27827,Cumplimiento,Vida,0,0,0,1,0,0
66957,27211,Vida,Patrimoniales,0,1,0,1,0,0
66958,27213,Vida,Salud,0,1,0,0,0,0
66958,27215,Salud,Autos,1,1,0,0,0,0
66966,27225,Salud,Vida,1,0,0,0,0,0
66970,28001,Vida,Salud,0,1,0,0,0,0
66972,28034,Vida,Salud,0,1,0,0,0,0
66978,28010,Vida,Salud,0,1,0,0,0,0
66985,27250,Salud,Vida,1,0,0,0,0,0
66987,27920,Salud,Vida,1,0,0,0,0,0
66991,27261,Salud,Vida,1,0,0,0,0,0
66994,28005,Vida,Salud,0,1,0,0,0,0
67005,27282,Salud,Autos,1,0,0,0,0,0
67005,27813,Autos,Vida,1,0,1,0,0,0
67006,131586,Patrimoniales,Autos,0,0,0,0,1,0
67006,27817,Autos,Vida,0,0,1,0,1,0
67010,27290,Salud,Vida,1,0,0,0,0,0
67011,27291,Vida,Salud,0,1,0,0,0,0
67013,27927,Salud,Vida,1,0,0,0,0,0
67016,27298,Vida,Salud,0,1,0,0,0,0
67018,27302,Salud,Vida,1,0,0,0,0,0
67019,27973,Salud,Vida,1,0,0,0,0,0
67026,27315,Salud,Vida,1,0,0,0,0,0
67027,27317,Vida,Salud,0,1,0,0,0,0
67032,126520,Autos,Salud,0,0,1,0,0,0
67032,27324,Salud,Vida,1,0,1,0,0,0
67034,27328,Salud,Patrimoniales,1,0,0,0,0,0
67038,27890,Patrimoniales,Vida,0,0,0,0,1,0
67038,27333,Vida,Salud,0,1,0,0,1,0
67041,27337,Vida,Autos,0,1,0,0,0,0
67043,27986,Vida,Patrimoniales,0,1,0,0,0,0
67045,27343,Salud,Vida,1,0,0,0,0,0
67051,27351,Vida,Patrimoniales,0,1,0,0,0,0
67052,27941,Salud,Autos,1,0,0,0,0,0
67060,27365,Vida,Salud,0,1,0,0,0,0
67073,27382,Salud,Vida,1,0,0,0,0,0
67076,27386,Vida,Autos,0,1,0,0,0,0
67094,27409,Autos,Salud,0,0,1,0,0,0
67095,28132,Vida,Salud,0,1,0,0,0,0
67102,27418,Salud,Vida,1,0,0,0,0,0
67104,27420,Vida,Patrimoniales,0,1,0,0,0,0
67108,27424,Vida,Autos,0,1,0,0,0,0
67113,27430,Vida,Salud,0,1,0,0,0,0
67119,27439,Salud,Vida,1,0,0,0,0,0
67122,27442,Vida,Salud,0,1,0,0,0,0
67128,27449,Vida,Salud,0,1,0,0,0,0
67133,126518,Autos,Salud,0,0,1,0,0,0
67140,27822,Autos,Vida,0,0,1,0,0,0
67149,27482,Salud,Vida,1,0,0,0,0,0
67155,126510,Autos,Salud,0,0,1,0,0,0
67163,27500,Salud,Patrimoniales,1,0,0,0,0,0
67163,198886,Patrimoniales,Vida,1,0,0,0,1,0
67171,27509,Vida,Autos,0,1,0,0,0,0
67176,27515,Salud,Vida,1,0,0,0,0,0
67180,197210,Patrimoniales,Vida,0,0,0,0,1,0
67180,27520,Vida,Salud,0,1,0,0,1,0
67188,126494,Autos,Salud,0,0,1,0,0,0
67193,27538,Vida,Patrimoniales,0,1,0,0,0,0
67194,27539,Salud,Vida,1,0,0,0,0,0
67201,27547,Vida,Salud,0,1,0,0,0,0
67203,27550,Vida,Salud,0,1,0,0,0,0
67207,27555,Vida,Salud,0,1,0,0,0,0
67210,27561,Salud,Vida,1,0,0,0,0,0
67215,27567,Salud,Vida,1,0,0,0,0,0
67379,178007,Cumplimiento,Salud,0,0,0,1,0,0
67379,27736,Salud,Autos,1,0,0,1,0,0
67417,121924,Cumplimiento,Patrimoniales,0,0,0,1,0,0
67417,118764,Patrimoniales,Autos,0,0,0,1,1,0
67419,78912,Patrimoniales,Autos,0,0,0,0,1,0
67419,78881,Autos,Salud,0,0,1,0,1,0
67430,78886,Cumplimiento,Patrimoniales,0,0,0,1,0,0
67551,27951,Salud,Patrimoniales,1,0,0,0,0,0
67565,27901,Patrimoniales,Vida,0,0,0,0,1,0
67565,28129,Vida,Salud,0,1,0,0,1,0
67682,188541,Patrimoniales,Vida,0,0,0,0,1,0
67730,84658,Salud,Autos,1,0,0,0,0,0
67764,28063,Vida,Salud,0,1,0,0,0,0
67766,28014,Vida,Patrimoniales,0,1,0,0,0,0
67889,27805,Autos,Patrimoniales,0,0,1,0,0,0
67926,111120,Patrimoniales,Vida,0,0,0,0,1,0
67960,27844,Patrimoniales,Autos,0,0,0,0,1,0
67960,27816,Autos,Salud,0,0,1,0,1,0
68033,28024,Vida,Salud,0,1,0,0,0,0
68057,191642,Autos,Salud,0,0,1,0,0,0
68057,27937,Salud,Vida,1,0,1,0,0,0
68335,119194,Patrimoniales,Autos,0,0,0,0,1,0
68336,121424,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68337,118743,Patrimoniales,Cumplimiento,0,0,0,0,1,0
68337,120804,Cumplimiento,Autos,0,0,0,1,1,0
68337,120175,Autos,Salud,0,0,1,1,1,0
68340,79907,Cumplimiento,Autos,0,0,0,1,0,0
68340,119787,Autos,Patrimoniales,0,0,1,1,0,0
68342,80338,Vida,Autos,0,1,0,0,0,0
68344,80189,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68346,120603,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68349,79909,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68350,121392,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68352,161486,Autos,Salud,0,0,1,0,0,0
68362,121479,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68363,80021,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68365,79844,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68365,119175,Patrimoniales,Autos,0,0,0,1,1,0
68366,121607,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68368,28341,Patrimoniales,Salud,0,0,0,0,1,0
68370,79941,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68374,121410,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68379,118727,Patrimoniales,Autos,0,0,0,0,1,0
68379,201049,Autos,Vida,0,0,1,0,1,0
68385,121426,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68386,80030,Cumplimiento,Autos,0,0,0,1,0,0
68387,28334,Patrimoniales,Autos,0,0,0,0,1,0
68388,121362,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68392,120421,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68395,118753,Patrimoniales,Autos,0,0,0,0,1,0
68396,121560,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68398,120150,Autos,Patrimoniales,0,0,1,0,0,0
68398,193916,Patrimoniales,Cumplimiento,0,0,1,0,1,0
68402,121549,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68404,121901,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68404,80236,Patrimoniales,Autos,0,0,0,1,1,0
68405,80007,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68413,121983,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68418,80206,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68419,79973,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68422,80235,Patrimoniales,Salud,0,0,0,0,1,0
68423,118731,Patrimoniales,Cumplimiento,0,0,0,0,1,0
68423,120790,Cumplimiento,Autos,0,0,0,1,1,0
68426,121396,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68428,120801,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68430,121439,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68432,80050,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68432,119219,Patrimoniales,Autos,0,0,0,1,1,0
68434,80064,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68436,121653,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68438,79942,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68439,179182,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68442,121873,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68443,80134,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68448,121397,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68449,79933,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68451,79885,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68454,121684,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68456,97625,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68459,79897,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68463,185118,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68464,79913,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68466,158344,Autos,Patrimoniales,0,0,1,0,0,0
68475,121959,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68475,119215,Patrimoniales,Autos,0,0,0,1,1,0
68483,121712,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68487,121847,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68492,80223,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68497,121099,Patrimoniales,Cumplimiento,0,0,0,0,1,0
68502,79996,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68503,118728,Patrimoniales,Autos,0,0,0,0,1,0
68505,80080,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68506,121451,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68507,80285,Patrimoniales,Cumplimiento,0,0,0,0,1,0
68510,121357,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68513,121341,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68514,79960,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68517,119062,Patrimoniales,Cumplimiento,0,0,0,0,1,0
68519,80155,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68520,121381,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68521,121602,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68526,220023,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68532,164813,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68533,79795,Autos,Patrimoniales,0,0,1,0,0,0
68534,79936,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68535,121533,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68538,79966,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68541,121980,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68541,193922,Patrimoniales,Vida,0,0,0,1,1,0
68542,131605,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68543,80225,Patrimoniales,Autos,0,0,0,0,1,0
68553,79826,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68558,121867,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68560,121335,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68564,79954,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68568,100823,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68574,121940,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68575,177951,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68576,121419,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68583,80241,Patrimoniales,Autos,0,0,0,0,1,0
68586,121888,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68591,80325,Salud,Autos,1,0,0,0,0,0
68594,80192,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68595,80218,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68600,80087,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68604,80128,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68606,79899,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68607,80059,Cumplimiento,Autos,0,0,0,1,0,0
68608,79980,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68610,173474,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68613,28245,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68619,80038,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68623,120644,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68627,100965,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68630,80106,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68631,120444,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68632,97627,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68633,120758,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68635,80177,Cumplimiento,Patrimoniales,0,0,0,1,0,0
68918,120264,Autos,Salud,0,0,1,0,0,0
68924,28336,Patrimoniales,Autos,0,0,0,0,1,0
68926,179738,Autos,Patrimoniales,0,0,1,0,0,0
69088,28517,Vida,Salud,0,1,0,0,0,0
69148,28476,Vida,Autos,0,1,0,0,0,0
69170,28475,Vida,Autos,0,1,0,0,0,0
69211,182320,Autos,Salud,0,0,1,0,0,0
69989,28481,Vida,Patrimoniales,0,1,0,0,0,0
70081,158343,Autos,Patrimoniales,0,0,1,0,0,0
70095,179732,Autos,Patrimoniales,0,0,1,0,0,0
70102,28149,Autos,Patrimoniales,0,0,1,0,0,0
70107,28419,Salud,Autos,1,0,0,0,0,0
70155,28179,Autos,Salud,0,0,1,0,0,0
70166,28413,Salud,Patrimoniales,1,0,0,0,0,0
70171,28151,Autos,Patrimoniales,0,0,1,0,0,0
70183,136272,Autos,Vida,0,0,1,0,0,0
70223,120091,Autos,Vida,0,0,1,0,0,0
70223,28448,Vida,Patrimoniales,0,1,1,0,0,0
70253,119155,Patrimoniales,Salud,0,0,0,0,1,0
70360,119973,Autos,Vida,0,0,1,0,0,0
70360,180198,Vida,Patrimoniales,0,1,1,0,0,0
70360,158312,Patrimoniales,Salud,0,1,1,0,1,0
70362,121015,Vida,Autos,0,1,0,0,0,0
70402,119045,Salud,Autos,1,0,0,0,0,0
70415,28486,Vida,Autos,0,1,0,0,0,0
70487,28150,Autos,Patrimoniales,0,0,1,0,0,0
70487,28318,Patrimoniales,Vida,0,0,1,0,1,0
70490,28482,Vida,Patrimoniales,0,1,0,0,0,0
70691,153787,Autos,Patrimoniales,0,0,1,0,0,0
70691,28381,Patrimoniales,Vida,0,0,1,0,1,0
70723,121151,Vida,Autos,0,1,0,0,0,0
70726,28505,Vida,Salud,0,1,0,0,0,0
70726,28425,Salud,Autos,1,1,0,0,0,0
70764,121191,Vida,Autos,0,1,0,0,0,0
71180,28526,Cumplimiento,Patrimoniales,0,0,0,1,0,0
71181,28528,Cumplimiento,Patrimoniales,0,0,0,1,0,0
71203,28641,Salud,Vida,1,0,0,0,0,0
71205,28647,Cumplimiento,Salud,0,0,0,1,0,0
71206,96026,Patrimoniales,Autos,0,0,0,0,1,0
71207,91574,Cumplimiento,Patrimoniales,0,0,0,1,0,0
71207,133512,Patrimoniales,Salud,0,0,0,1,1,0
71253,28648,Salud,Patrimoniales,1,0,0,0,0,0
71281,28761,Cumplimiento,Patrimoniales,0,0,0,1,0,0
71282,121631,Cumplimiento,Patrimoniales,0,0,0,1,0,0
71301,199357,Autos,Vida,0,0,1,0,0,0
71423,188102,Autos,Vida,0,0,1,0,0,0
71433,188111,Autos,Patrimoniales,0,0,1,0,0,0
71448,188151,Cumplimiento,Patrimoniales,0,0,0,1,0,0
71452,188083,Autos,Vida,0,0,1,0,0,0
71458,205193,Patrimoniales,Autos,0,0,0,0,1,0
71467,188124,Patrimoniales,Autos,0,0,0,0,1,0
71470,185185,Autos,Vida,0,0,1,0,0,0
71475,188125,Cumplimiento,Patrimoniales,0,0,0,1,0,0
71489,188088,Autos,Vida,0,0,1,0,0,0
71501,126615,Patrimoniales,Autos,0,0,0,0,1,0
71515,29061,Cumplimiento,Patrimoniales,0,0,0,1,0,0
71516,121339,Cumplimiento,Patrimoniales,0,0,0,1,0,0
71519,29062,Cumplimiento,Patrimoniales,0,0,0,1,0,0
71520,29026,Patrimoniales,Cumplimiento,0,0,0,0,1,0
71522,29030,Cumplimiento,Patrimoniales,0,0,0,1,0,0
71524,29036,Salud,Vida,1,0,0,0,0,0
71525,29048,Cumplimiento,Salud,0,0,0,1,0,0
71538,121620,Cumplimiento,Patrimoniales,0,0,0,1,0,0
71557,188288,Cumplimiento,Patrimoniales,0,0,0,1,0,0
71557,188242,Patrimoniales,Autos,0,0,0,1,1,0
71560,188178,Patrimoniales,Autos,0,0,0,0,1,0
71591,157130,Autos,Vida,0,0,1,0,0,0
71630,29198,Cumplimiento,Patrimoniales,0,0,0,1,0,0
71662,126173,Autos,Vida,0,0,1,0,0,0
71664,80594,Autos,Vida,0,0,1,0,0,0
71667,126092,Autos,Salud,0,0,1,0,0,0
71673,29254,Salud,Autos,1,0,0,0,0,0
71674,29294,Cumplimiento,Patrimoniales,0,0,0,1,0,0
71780,53705,Autos,Patrimoniales,0,0,1,0,0,0
71784,29337,Cumplimiento,Patrimoniales,0,0,0,1,0,0
71786,29309,Autos,Patrimoniales,0,0,1,0,0,0
71789,29314,Cumplimiento,Patrimoniales,0,0,0,1,0,0
71894,29458,Vida,Salud,0,1,0,0,0,0
71896,30274,Vida,Autos,0,1,0,0,0,0
71898,82071,Patrimoniales,Vida,0,0,0,0,1,0
71921,30181,Salud,Autos,1,0,0,0,0,0
71921,31440,Autos,Vida,1,0,1,0,0,0
71956,30946,Patrimoniales,Cumplimiento,0,0,0,0,1,0
71986,29553,Patrimoniales,Cumplimiento,0,0,0,0,1,0
71988,126826,Autos,Vida,0,0,1,0,0,0
71990,29557,Vida,Autos,0,1,0,0,0,0
71995,30365,Vida,Salud,0,1,0,0,0,0
71995,91360,Salud,Patrimoniales,1,1,0,0,0,0
71996,31592,Cumplimiento,Patrimoniales,0,0,0,1,0,0
72009,29576,Patrimoniales,Vida,0,0,0,0,1,0
72026,29593,Vida,Salud,0,1,0,0,0,0
72027,29594,Vida,Salud,0,1,0,0,0,0
72030,29597,Vida,Patrimoniales,0,1,0,0,0,0
72049,179117,Autos,Vida,0,0,1,0,0,0
72071,82098,Autos,Patrimoniales,0,0,1,0,0,0
72082,31075,Salud,Autos,1,0,0,0,0,0
72082,31408,Autos,Vida,1,0,1,0,0,0
72083,100660,Salud,Patrimoniales,1,0,0,0,0,0
72083,29662,Patrimoniales,Vida,1,0,0,0,1,0
72100,86651,Cumplimiento,Patrimoniales,0,0,0,1,0,0
72100,32011,Patrimoniales,Vida,0,0,0,1,1,0
72107,31033,Salud,Vida,1,0,0,0,0,0
72117,47816,Vida,Patrimoniales,0,1,0,0,0,0
72117,29696,Patrimoniales,Salud,0,1,0,0,1,0
72120,167731,Salud,Patrimoniales,1,0,0,0,0,0
72139,32133,Salud,Vida,1,0,0,0,0,0
72144,30223,Vida,Patrimoniales,0,1,0,0,0,0
72146,29931,Patrimoniales,Vida,0,0,0,0,1,0
72157,29852,Patrimoniales,Cumplimiento,0,0,0,0,1,0
72161,30038,Salud,Vida,1,0,0,0,0,0
72162,152171,Salud,Patrimoniales,1,0,0,0,0,0
72165,32147,Salud,Vida,1,0,0,0,0,0
72170,30368,Vida,Patrimoniales,0,1,0,0,0,0
72175,191348,Patrimoniales,Salud,0,0,0,0,1,0
72178,139315,Vida,Patrimoniales,0,1,0,0,0,0
72194,32360,Vida,Autos,0,1,0,0,0,0
72202,31464,Autos,Patrimoniales,0,0,1,0,0,0
72202,29784,Patrimoniales,Salud,0,0,1,0,1,0
72216,29798,Vida,Salud,0,1,0,0,0,0
72227,82084,Autos,Vida,0,0,1,0,0,0
72250,31762,Patrimoniales,Vida,0,0,0,0,1,0
72250,32291,Vida,Autos,0,1,0,0,1,0
72254,31443,Autos,Salud,0,0,1,0,0,0
72255,29837,Autos,Patrimoniales,0,0,1,0,0,0
72255,31734,Patrimoniales,Salud,0,0,1,0,1,0
72255,32037,Salud,Vida,1,0,1,0,1,0
72269,29851,Vida,Salud,0,1,0,0,0,0
72276,31752,Patrimoniales,Salud,0,0,0,0,1,0
72282,29868,Patrimoniales,Salud,0,0,0,0,1,0
72294,30779,Vida,Patrimoniales,0,1,0,0,0,0
72346,29955,Patrimoniales,Salud,0,0,0,0,1,0
72348,31608,Cumplimiento,Salud,0,0,0,1,0,0
72348,32135,Salud,Patrimoniales,1,0,0,1,0,0
72348,29934,Patrimoniales,Vida,1,0,0,1,1,0
72351,32424,Vida,Autos,0,1,0,0,0,0
72360,30969,Vida,Salud,0,1,0,0,0,0
72368,29954,Vida,Salud,0,1,0,0,0,0
72368,30489,Salud,Patrimoniales,1,1,0,0,0,0
72381,29968,Patrimoniales,Salud,0,0,0,0,1,0
72382,29969,Patrimoniales,Vida,0,0,0,0,1,0
72386,31428,Autos,Salud,0,0,1,0,0,0
72395,29985,Autos,Salud,0,0,1,0,0,0
72425,30019,Vida,Salud,0,1,0,0,0,0
72429,30025,Salud,Patrimoniales,1,0,0,0,0,0
72432,30028,Salud,Autos,1,0,0,0,0,0
72444,30042,Salud,Vida,1,0,0,0,0,0
72445,30044,Vida,Autos,0,1,0,0,0,0
72453,30056,Salud,Autos,1,0,0,0,0,0
72457,30062,Vida,Salud,0,1,0,0,0,0
72469,31902,Patrimoniales,Autos,0,0,0,0,1,0
72474,30082,Autos,Patrimoniales,0,0,1,0,0,0
72477,30085,Vida,Salud,0,1,0,0,0,0
72478,32336,Vida,Salud,0,1,0,0,0,0
72487,190922,Autos,Salud,0,0,1,0,0,0
72494,31995,Salud,Vida,1,0,0,0,0,0
72497,30107,Vida,Salud,0,1,0,0,0,0
72497,32020,Salud,Patrimoniales,1,1,0,0,0,0
72500,30110,Vida,Salud,0,1,0,0,0,0
72503,30114,Vida,Patrimoniales,0,1,0,0,0,0
72503,31712,Patrimoniales,Autos,0,1,0,0,1,0
72505,30118,Vida,Patrimoniales,0,1,0,0,0,0
72510,30123,Vida,Autos,0,1,0,0,0,0
72515,126866,Autos,Salud,0,0,1,0,0,0
72523,30136,Vida,Autos,0,1,0,0,0,0
72529,140918,Salud,Vida,1,0,0,0,0,0
72531,30144,Vida,Salud,0,1,0,0,0,0
72543,31696,Cumplimiento,Vida,0,0,0,1,0,0
72544,33362,Autos,Vida,0,0,1,0,0,0
72544,156200,Vida,Salud,0,1,1,0,0,0
72547,31705,Patrimoniales,Salud,0,0,0,0,1,0
72554,30171,Vida,Salud,0,1,0,0,0,0
72557,30176,Vida,Salud,0,1,0,0,0,0
72559,32371,Vida,Salud,0,1,0,0,0,0
72570,31484,Autos,Salud,0,0,1,0,0,0
72571,30194,Autos,Vida,0,0,1,0,0,0
72587,30211,Vida,Salud,0,1,0,0,0,0
72591,30216,Vida,Patrimoniales,0,1,0,0,0,0
72596,30221,Vida,Salud,0,1,0,0,0,0
72606,32229,Vida,Salud,0,1,0,0,0,0
72609,126776,Autos,Salud,0,0,1,0,0,0
72616,32167,Salud,Vida,1,0,0,0,0,0
72636,32168,Salud,Vida,1,0,0,0,0,0
72644,126795,Autos,Salud,0,0,1,0,0,0
72660,32021,Salud,Vida,1,0,0,0,0,0
72661,30304,Vida,Salud,0,1,0,0,0,0
72661,32018,Salud,Autos,1,1,0,0,0,0
72679,30324,Vida,Autos,0,1,0,0,0,0
72680,30326,Vida,Salud,0,1,0,0,0,0
72682,32288,Vida,Autos,0,1,0,0,0,0
72685,30332,Salud,Vida,1,0,0,0,0,0
72697,30346,Vida,Salud,0,1,0,0,0,0
72702,32383,Vida,Autos,0,1,0,0,0,0
72702,30353,Autos,Salud,0,1,1,0,0,0
72703,30354,Salud,Autos,1,0,0,0,0,0
72705,30356,Salud,Vida,1,0,0,0,0,0
72706,30358,Vida,Salud,0,1,0,0,0,0
72708,30361,Vida,Salud,0,1,0,0,0,0
72710,30363,Vida,Patrimoniales,0,1,0,0,0,0
72710,46270,Patrimoniales,Cumplimiento,0,1,0,0,1,0
72721,30377,Vida,Patrimoniales,0,1,0,0,0,0
72726,30383,Vida,Patrimoniales,0,1,0,0,0,0
72729,32170,Salud,Vida,1,0,0,0,0,0
72729,30387,Vida,Patrimoniales,1,1,0,0,0,0
72732,126835,Autos,Vida,0,0,1,0,0,0
72736,32280,Vida,Autos,0,1,0,0,0,0
72742,126737,Salud,Vida,1,0,0,0,0,0
72751,30413,Salud,Vida,1,0,0,0,0,0
72755,30418,Autos,Salud,0,0,1,0,0,0
72756,63198,Cumplimiento,Autos,0,0,0,1,0,0
72762,32367,Vida,Salud,0,1,0,0,0,0
72763,32395,Vida,Patrimoniales,0,1,0,0,0,0
72764,126832,Autos,Patrimoniales,0,0,1,0,0,0
72767,31785,Patrimoniales,Vida,0,0,0,0,1,0
72771,82060,Patrimoniales,Autos,0,0,0,0,1,0
72795,30463,Vida,Patrimoniales,0,1,0,0,0,0
72796,82046,Patrimoniales,Vida,0,0,0,0,1,0
72796,30464,Vida,Autos,0,1,0,0,1,0
72808,191337,Patrimoniales,Vida,0,0,0,0,1,0
72813,30482,Vida,Patrimoniales,0,1,0,0,0,0
72830,30505,Vida,Salud,0,1,0,0,0,0
72836,30513,Salud,Vida,1,0,0,0,0,0
72837,30515,Autos,Vida,0,0,1,0,0,0
72840,30519,Patrimoniales,Autos,0,0,0,0,1,0
